commit_sha,body,id,created_at,updated_at
e136241169a24a65279cbf434034265168b255c4,"Can we refactor this block as follows? I understand the reasoning here, but having empty branches can be a bit confusing and mask the code's real intentions.
```suggestion
		if handler != nil {
			if r.omitRouteFromContext {
				// Only populate the match vars (if any) into the context.
				req = requestWithVars(req, match.Vars)
			} else {
				req = requestWithRouteAndVars(req, match.Route, match.Vars)
			}
		}
```",1390601770,2023-11-13 03:55:12+00:00,2023-11-13 03:55:13+00:00
e136241169a24a65279cbf434034265168b255c4,Is this function used anywhere outside of tests?,1390602227,2023-11-13 03:56:41+00:00,2023-11-13 03:56:41+00:00
e136241169a24a65279cbf434034265168b255c4,"Sure, done via 83efd146aee45de91454b098fcdeacf51d04658b (includes an extra comment)",1396196834,2023-11-16 18:56:42+00:00,2023-11-16 18:56:42+00:00
e136241169a24a65279cbf434034265168b255c4,"Yes, in the users application code. It enables an optional optimization for allocations (3 allocations and 448B per request with no vars, see 1465de4bc6d23ba2349b3823685fb946bfe11d11).",1396201320,2023-11-16 19:01:16+00:00,2023-11-16 19:01:16+00:00
e136241169a24a65279cbf434034265168b255c4,"Makes sense, thanks! I wish we had an interface for ""Router"" that would define this contract to make that relationship more clear - however that'll fall outside the scope of this PR 🙂 ",1418343620,2023-12-07 04:50:07+00:00,2023-12-07 04:50:08+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,"Hi @eh-steve, can we add an example in the docs? I agree you already explain the use case briefly in the PR comment. Others who will go through the package documentation should understand its use case properly.

```go
func main() {

	r := mux.NewRouter()
	r.Host(""{domain}"").
		Path(""/{group}/{item_id}"").
		Queries(""some_data1"", ""{some_data1}"").
		Queries(""some_data2"", ""{some_data2}"").
		HandlerFunc(Func).
		Name(""article"")
	fmt.Println(r.Get(""article"").GetVarNames())
	http.ListenAndServe("":8000"", r)

}
```` 

`GetVarNames` will print `[domain group item_id some_data1 some_data2] <nil>`

",904179208,2022-06-22 20:03:04+00:00,2022-06-22 20:03:05+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,Can we add an example in the `README.md` file and add test cases to validate the implementation.,904180295,2022-06-22 20:04:42+00:00,2022-06-22 20:04:43+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,"I've added some, not sure how useful they are, but lemme know?",904420224,2022-06-23 00:33:29+00:00,2022-06-23 00:33:29+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,"~Change expected to this:~

```go
expected := []string{""domain"", ""group"", ""item_id"", ""some_data1"", ""some_data2"", ""some_data3""}
```",904692813,2022-06-23 07:51:27+00:00,2022-06-23 12:43:35+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,~You can use `reflect.DeepEqual` to check if `varNames`  and `expected` slice are equal or not.~,904694030,2022-06-23 07:52:46+00:00,2022-06-23 12:43:56+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,Added a review comment for the test case.,904694457,2022-06-23 07:53:13+00:00,2022-06-23 07:53:13+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,"This is deliberate, since I don't want to enforce any guarantees about slice ordering in the test.",904819419,2022-06-23 09:50:09+00:00,2022-06-23 09:50:10+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,"Again, this is deliberate, since I don't want to enforce any guarantees about slice ordering in the test",904819809,2022-06-23 09:50:33+00:00,2022-06-23 09:50:33+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,"* one last comment, rename this file to `example_route_vars_test.go`
* change `package mux` --> `package mux_test`
* Add missing imports at line number 3",904990916,2022-06-23 12:58:16+00:00,2022-06-23 13:00:43+00:00
21c25ef9a663d3bf6ca1850735f90825af47e8cd,"Oops, missed that!",905211570,2022-06-23 16:04:30+00:00,2022-06-23 16:04:30+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,how would err ever get set here? we initialise it but never git it a value unless I'm misunderstanding? ,888889755,2022-06-03 12:17:28+00:00,2022-06-03 12:17:28+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,To add: err will always be nil so the error check below is unreachable code. ,888902477,2022-06-03 12:35:32+00:00,2022-06-03 12:35:32+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,Don't create tests like this. Use build flags please.,888903050,2022-06-03 12:36:22+00:00,2022-06-03 12:38:30+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,"> We aren't testing mux itself here.

Exactly, I just only wanted to update readme file. Just to show case that proposal change is valid I wrote these test cases. If we all agree to `README.md` change. I would be happy to remove these test cases because It is not doing anything as you already mentioned.

Let me know what do you guys think?

cc @elithrar  @casserlyprogramming ",889053204,2022-06-03 15:29:46+00:00,2022-06-03 16:25:11+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,OOPS! I missed it there. I think I forgot to remove the below if condition. Thank you for pointing it out. ,889053915,2022-06-03 15:30:41+00:00,2022-06-03 15:30:41+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,Addressed the above review comment.,889055941,2022-06-03 15:33:18+00:00,2022-06-03 15:33:18+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,`path` is never initialized,941657078,2022-08-09 18:12:31+00:00,2022-08-09 18:12:31+00:00
9912173ac2b6af72fad26cf49ae3c8918f3d70fc,thanks for pointing it out. I have fixed the issue. ,942679872,2022-08-10 16:44:36+00:00,2022-08-10 16:44:37+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"We `might` be able to update this to be `make test`, that way the CI testing stays in sync with the `make test` command that contributors will run locally during development.",1269891352,2023-07-20 19:40:13+00:00,2023-07-20 19:40:13+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
name: CI
```",1269897672,2023-07-20 19:47:57+00:00,2023-07-20 19:52:22+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
  verify-and-test:
```",1269899837,2023-07-20 19:50:43+00:00,2023-07-20 19:52:22+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion

```",1269900102,2023-07-20 19:50:54+00:00,2023-07-20 19:52:23+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
      - name: Verify
        run: make verify
```",1269901043,2023-07-20 19:51:45+00:00,2023-07-20 19:52:23+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,Can we just delete this line entirely?,1269959423,2023-07-20 21:02:05+00:00,2023-07-20 21:02:05+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,I think that we should leave it and we can refactor it later once we understand better what they were trying to do right here.,1270109680,2023-07-21 00:03:30+00:00,2023-07-21 00:03:30+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
          github-token: ${{ secrets.ADD_TO_PROJECT_TOKEN }}
```",1270757829,2023-07-21 14:43:01+00:00,2023-07-21 14:43:01+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
          project-url: https://github.com/orgs/gorilla/projects/4
```",1270758742,2023-07-21 14:43:54+00:00,2023-07-21 14:43:55+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
      - name: Test
        run: go test -race --coverprofile=coverage.txt --covermode=atomic -v ./...
      - name: Upload coverage to Codecov
        uses: codecov/codecov-action@v3
```",1271242886,2023-07-22 04:36:37+00:00,2023-07-22 04:36:38+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,Hold pull request,1271306762,2023-07-22 15:04:36+00:00,2023-07-22 15:04:40+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
       run: go test -race -cover -coverprofile=coverage -covermode=atomic -v ./...
```",1271367651,2023-07-23 01:34:48+00:00,2023-07-23 01:34:48+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
GO_LINT=$(shell which golangci-lint 2> /dev/null || echo '')
```",1271550766,2023-07-23 19:57:40+00:00,2023-07-23 19:57:41+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion

```",1271550774,2023-07-23 19:57:55+00:00,2023-07-23 19:57:55+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion

```",1271550787,2023-07-23 19:58:06+00:00,2023-07-23 19:58:06+00:00
f7f029debe478cd16b40a62e17d5183daaeae155,"```suggestion
[![codecov](https://codecov.io/github/gorilla/mux/branch/main/graph/badge.svg)](https://codecov.io/github/gorilla/mux)
```",1271551940,2023-07-23 20:09:19+00:00,2023-07-23 20:09:19+00:00
